logP,qed,mw,token_0,token_1,token_2,token_3,token_4,token_5,token_6,token_7,token_8,token_9,token_10,token_11,token_12,token_13,token_14,token_15,token_16,token_17,token_18,token_19,token_20,token_21,token_22,token_23,token_24,token_25,token_26,token_27,token_28,token_29,token_30,token_31,token_32,token_33
1.83,1.272,1.615,00000,10001,00111,10001,00111,10001,00101,11100,00111,11011,00101,10001,11000,10001,11011,00101,10001,10001,10111,10001,10001,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.768,0.748,1.891,00000,10111,00011,10001,10111,10001,00101,10001,01001,10001,10111,10001,00101,10001,01001,10001,01111,10001,10011,01111,10001,10011,10011,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.008,1.122,2.366,00000,10001,10001,11000,10001,00101,10001,01001,10001,11101,10001,01111,11011,11101,10001,00111,01111,11011,10001,00100,10001,01100,00110,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.235,0.524,0.765,00000,10001,10001,01111,10001,10111,10001,00111,10001,01111,10001,11000,01000,11000,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.783,0.0,1.085,00000,10001,10001,00101,10001,01001,10001,00111,10001,00111,10001,01111,11011,10111,11000,00111,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.337,0.823,1.74,00000,10001,11000,10001,00101,10001,01001,10111,01111,10001,10001,10001,01111,10001,10001,10001,00011,10001,10111,01111,10001,10001,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.537,1.122,1.252,00000,11000,00111,01111,10001,11000,10001,10001,10001,00111,10001,00111,10001,00111,11011,00101,10111,11011,00110,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.386,0.898,1.961,00000,11000,00111,10001,00111,10111,01111,10111,10001,10001,11000,10001,01111,11011,10001,11000,11000,11011,00001,10001,00101,10001,01001,10110,11011,00111,11110,11111,11111,11111,11111,11111,11111,11111
1.758,0.0,1.628,00000,11000,00111,10001,10001,01111,00110,10001,00111,10001,00111,10001,00111,11011,00101,10001,10001,00101,10001,01001,11000,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.431,1.047,0.918,00000,10001,10001,01111,10001,10111,10001,01111,10001,10001,10001,00111,10110,10001,01000,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.575,0.224,0.737,00000,10001,11101,10001,00111,10111,00111,10001,01000,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.615,0.299,1.506,00000,10010,10001,00111,10001,00111,01111,10001,10010,10001,01111,10001,10010,00111,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.089,1.72,1.809,00000,10001,11000,10001,00111,10001,00111,10001,01111,10111,10001,00111,10001,10111,01111,10001,10001,10001,10001,11011,00001,00111,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.872,0.748,1.753,00000,10001,10001,01000,10001,00111,10001,01111,10001,11000,01000,10001,00111,10001,00111,10001,00111,11011,00101,10111,11011,00111,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.813,1.87,1.865,00000,10001,11000,10001,00111,10001,00111,10001,01111,00010,10001,10001,10001,10111,10001,01111,10001,10001,01001,00111,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.919,1.122,1.099,00000,10001,11000,10001,00111,10001,00111,01111,10001,10001,10001,00111,11011,00001,11000,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.834,2.468,2.752,00000,10001,11000,10001,00111,10001,01000,10001,01111,10001,11000,00111,01111,10001,11000,10111,00111,11011,10000,10001,00111,11011,10111,01110,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.756,0.972,1.892,00000,10111,10001,10001,00111,10111,01111,10111,10001,10001,00111,10001,01111,11011,10001,11000,11000,11011,00001,10001,00101,10001,01001,10111,01100,00111,11110,11111,11111,11111,11111,11111,11111,11111
2.216,1.945,1.626,00000,10001,10111,10001,10001,00111,10001,00111,01111,10001,10010,10001,01111,10001,10010,00111,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.376,2.02,2.101,00000,11000,00111,01111,10001,11000,10001,10001,11101,10001,01111,00010,10001,01000,10001,00111,10001,00111,11011,00101,11000,01000,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.503,0.898,1.489,00000,10001,10001,10111,00111,01111,10001,10001,10111,10001,01111,10001,11101,01000,10111,00111,10001,01100,11000,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.335,0.748,1.753,00000,10001,11000,10001,00111,10001,00111,10001,00111,10001,11011,00101,01000,10001,11000,10001,00111,10001,11011,01000,01100,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.596,2.02,2.171,00000,10111,11101,00101,10001,01001,00101,10001,01001,10001,00111,10001,00111,10001,00111,01111,10001,11000,10001,00111,11011,00001,11101,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111
2.08,1.346,1.183,00000,10001,10001,00111,10001,00111,01111,10000,10001,01000,10001,00111,10110,11011,01111,10001,00111,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.443,0.374,1.489,00000,10001,10001,10111,00111,01111,00110,10111,01111,10001,10111,10001,10001,10001,00100,11000,10001,01100,11000,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.838,0.823,0.988,00000,10111,10001,00111,10001,00111,10001,00111,10001,00111,11011,00101,10001,01000,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.67,0.972,2.33,00000,10010,10001,00111,10111,10001,00111,01111,10000,10001,00111,10001,00111,11101,11011,01111,10111,00111,11011,00010,11101,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.091,0.823,1.628,00000,10111,10001,00111,10001,00111,01111,00110,11101,01111,10001,10111,00101,10001,01001,01001,10001,00111,11011,00010,10011,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.864,0.823,2.613,00000,11000,01011,01111,00010,10111,01111,11100,10001,10001,10010,10001,10001,10010,10111,10001,10001,10001,11000,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.123,1.122,1.767,00000,10001,10001,01111,10001,10001,10001,00111,10001,00111,10001,00111,10001,00111,11011,00101,10001,00101,10001,01001,10001,11011,11000,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.21,0.449,1.641,00000,10001,10001,10001,10001,00101,10001,01001,10111,00111,10111,00111,10001,00111,10111,11011,00101,10001,11011,11000,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.159,0.898,1.53,00000,11000,01101,00101,10001,01001,10111,00111,10111,10001,00111,10001,01000,10001,00111,11011,00101,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.545,1.272,1.252,00000,10001,10001,11000,10001,01000,10001,00111,10111,10001,00111,10111,00111,11011,00110,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.91,1.72,1.573,00000,10001,00111,01111,00110,10001,00111,10001,00111,10111,00111,11011,00101,10001,10001,10001,10001,01111,11100,10001,11011,01000,10111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111
1.274,0.075,0.528,00000,11000,10001,00111,10001,00111,10111,00111,11011,00101,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.193,0.972,1.698,00000,10111,10001,01111,11011,10001,11000,10001,01111,10001,11000,10001,10001,10001,00111,10001,00111,10001,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.651,1.122,1.419,00000,10001,10001,01111,10001,10111,10001,00101,10001,01001,10001,10001,10001,00111,10001,00111,10001,00111,11011,00101,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.276,1.646,1.753,00000,10001,10001,10001,10001,10111,10001,10001,00111,10001,01111,10001,10011,00111,10001,01111,10001,10011,00111,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.567,0.224,1.795,00000,10001,10001,00111,10001,00111,10001,00111,11011,00101,10001,00111,10111,10001,00101,10001,01001,10111,10001,11011,00101,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.715,1.047,0.877,00000,10001,10001,10001,00111,10111,00111,01111,10001,10111,10001,00111,11011,00001,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.826,2.319,2.408,00000,10001,11000,10001,00111,10001,00111,01111,10111,11101,00101,10001,01001,00101,10001,01001,10001,10001,10001,11101,10001,00111,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.507,2.468,2.366,00000,10111,11101,00101,10001,01001,00101,10001,01001,10001,00111,10001,00111,10001,01111,11011,10001,11000,00111,10001,00111,11011,10000,11101,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111
1.431,1.272,1.085,00000,10111,10001,10001,10001,10001,10001,11011,11011,10001,00111,10110,10001,01000,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.584,0.299,1.613,00000,10001,00111,01111,10111,10001,00101,10001,01001,10001,00111,10001,00111,11000,11011,01111,10111,10001,01000,10001,01000,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.809,1.646,1.808,00000,10001,10001,00101,10001,01001,10111,10001,00111,10001,00111,10001,00111,10001,00111,11011,00101,11000,10001,11011,00010,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.896,0.598,2.227,00000,10001,10001,01111,11011,10001,11101,10001,00101,10001,01001,10111,10001,10001,01111,10001,11000,10001,10001,11011,00101,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111
1.426,0.374,1.976,00000,10001,10001,10001,00111,10001,10001,01111,11000,10001,10001,01111,10001,10111,10001,00101,10001,01001,11000,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.741,2.02,1.392,00000,10001,00111,10001,01111,00010,10001,10001,10001,00111,10110,10001,01000,11011,01111,00111,10001,01000,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.176,0.972,1.029,00000,10001,00111,10001,00111,01111,10000,10001,10111,01000,10110,10111,01100,01111,10111,00111,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.435,1.272,1.808,00000,10001,10001,00101,10001,01001,10001,10111,10001,00101,10001,01001,10001,00111,10001,00111,10001,00111,11011,00101,10001,11011,00010,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.728,2.768,2.366,00000,10001,11000,10001,00111,10001,00111,10001,11101,10001,01111,00110,11101,01111,10001,10111,00101,10001,01001,01001,00111,10001,11011,01000,01100,00110,11110,11111,11111,11111,11111,11111,11111,11111
2.089,0.224,1.328,00000,10001,10111,00111,10111,10001,00111,10001,00111,10001,00111,11011,00101,10010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.859,0.15,2.028,00000,10111,10001,00111,10001,00111,01111,10001,10101,10001,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.516,0.748,1.376,00000,10111,00011,10001,01000,10001,00111,10001,00111,10001,00111,11011,00101,10001,00101,10001,01001,11000,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.794,0.449,1.696,00000,10111,10001,01111,00101,10001,00101,10001,01001,11000,10001,10001,01111,00101,10001,00101,10001,01001,11000,10001,11011,00101,01111,10001,10011,10011,11110,11111,11111,11111,11111,11111,11111,11111
1.325,2.094,2.724,00000,11000,00111,01111,00110,10111,10001,10111,01000,10110,10111,01100,01111,10001,00111,10001,00111,10001,01111,10001,01110,01000,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.705,0.524,1.627,00000,11000,00111,10001,01111,10001,10011,00111,10111,10001,10111,11011,00001,10001,11000,10001,10001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.246,1.646,2.502,00000,10001,10001,10001,00111,01111,10111,10001,00111,10001,00111,01111,10001,01110,10001,00111,11011,00001,10001,00101,10001,01001,11000,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111
1.736,1.571,1.447,00000,10001,11000,10001,00111,10001,00111,10001,00101,11100,00111,11011,00101,10001,10001,10001,00101,10001,01001,10111,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.431,0.898,2.06,00000,10001,10001,10001,10001,10001,10001,10001,11101,00101,10001,01001,00101,10001,01001,10001,10001,01111,10001,10111,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.278,1.421,1.6,00000,10001,10001,10001,10111,11101,10001,00101,10001,01001,10111,01111,11011,10001,10001,10001,11011,10000,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.685,2.094,1.628,00000,10001,10001,01111,00010,11000,10001,00111,10001,00111,10001,00111,11011,00101,10001,01000,10001,10001,10111,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.775,1.421,1.196,00000,10001,10111,10001,00111,10001,00111,10111,00111,10111,00111,10001,11011,00101,00111,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.545,1.87,1.461,00000,10001,10001,00111,10001,00111,01111,00110,11000,10001,10001,10001,10001,10111,11011,11100,10001,01000,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
3.044,1.197,2.085,00000,10010,10001,00111,10001,00111,10001,00111,11011,00101,10001,00111,10001,00111,10001,00111,11011,00101,10010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.987,1.346,1.809,00000,11000,10001,00111,10001,00111,10001,00111,11011,00101,10001,10001,10001,10111,10001,10001,10001,10001,11011,00010,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.881,1.272,1.294,00000,10001,11000,10001,01000,10001,01111,10001,10001,00111,10111,00111,11011,00001,10001,01111,10001,10001,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.938,0.748,1.572,00000,10001,10001,11000,10001,00101,10001,01001,10001,10001,11000,10001,10001,10001,01111,10001,10111,01000,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.639,1.047,1.085,00000,10001,10001,00101,10001,01001,10111,10001,00111,10001,00111,10001,01111,10001,11000,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.392,1.197,1.85,00000,11000,10001,01000,10001,00111,10001,00111,01111,00010,10001,00111,11011,00101,10111,00111,11011,00010,11000,11000,10001,11000,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.051,2.094,1.907,00000,10001,10001,10001,10001,10001,10001,10001,10001,10001,11011,00101,10111,10001,01000,10001,10001,11000,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.172,0.598,1.612,00000,11000,01011,01111,10001,11000,01111,10001,11000,10001,01111,10001,11000,10001,00111,10001,00111,10111,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.887,0.374,0.695,00000,10111,10001,00101,10001,01001,10001,00111,10111,00111,10001,01000,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.932,2.02,1.475,00000,10001,10001,11000,10001,00111,10001,00111,01111,00001,10111,10001,01111,10001,10001,01001,10001,00111,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.541,2.169,1.836,00000,10001,10001,01111,00101,10001,00101,10001,01001,11000,10111,10001,10001,00111,10001,00111,10001,00111,11011,00101,10001,11011,00110,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.736,0.823,1.489,00000,11000,00111,10001,00111,01111,11000,11000,10001,00101,10001,01001,10001,10001,10001,11011,11011,10001,10001,10001,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.821,2.468,2.683,00000,10111,10001,01000,10001,00101,10001,01001,10001,01111,10001,01110,00111,01111,00110,10001,00111,10001,00111,10001,00111,11011,00101,10110,11011,00111,11110,11111,11111,11111,11111,11111,11111,11111
2.199,0.15,2.284,00000,10011,10001,01111,10001,10010,10001,01111,10001,10011,01111,10001,10011,10001,01111,10001,01110,10111,01000,11011,11100,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.802,0.299,1.558,00000,10001,10001,01000,10001,00111,01111,11000,10001,10001,01111,10001,10111,10001,00101,10001,01001,11000,10111,11011,11000,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.303,1.571,1.712,00000,10001,11000,10001,10001,01000,10001,00111,10001,01000,10111,00111,01111,10001,11101,10111,11011,00010,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.112,0.224,0.57,00000,10001,10001,10001,10001,10111,00111,01111,10001,10111,11000,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.269,0.15,0.794,00000,10111,10001,01000,10001,10001,11101,10001,10001,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
